"id","airport_type","name","country","city","iso_region","municipality","gps_code","iata_code","altitude","continent","local_code","coordinates"
1,small_airport,Utirik Airport,MH,Utirik Island,MH-UTI,"",K03N,UTK,"4",OC,"03N","169.852005, 11.222"
2,small_airport,Ocean Reef Club Airport,US,Key Largo,US-FL,"","07FA",OCA,"8",NA,"07FA","-80.274803161621, 25.325399398804"
3,small_airport,Pilot Station Airport,US,Pilot Station,US-AK,"","",PQS,"305",NA,"0AK","-162.899994, 61.934601"
4,small_airport,Crested Butte Airpark,US,Crested Butte,US-CO,"","0CO2",CSE,"8980",NA,"0CO2","-106.928341, 38.851918"
5,small_airport,LBJ Ranch Airport,US,Johnson City,US-TX,"","0TE7",JCY,"1515",NA,"0TE7","-98.62249755859999, 30.251800537100003"
6,small_airport,Metropolitan Airport,US,Palmer,US-MA,"","13MA",PMX,"418",NA,"13MA","-72.31140136719999, 42.223300933800004"
7,seaplane_base,Loring Seaplane Base,US,Loring,US-AK,"","13Z",WLR,"0",NA,"13Z","-131.636993408, 55.6012992859"
8,small_airport,Nunapitchuk Airport,US,Nunapitchuk,US-AK,"",PPIT,NUP,"12",NA,"16A","-162.440454, 60.905591"
9,seaplane_base,Port Alice Seaplane Base,US,Port Alice,US-AK,"","16K",PTC,"0",NA,"16K","-133.597, 55.803"
10,small_airport,Icy Bay Airport,US,Icy Bay,US-AK,"","19AK",ICY,"50",NA,"19AK","-141.662002563, 59.96900177"
11,seaplane_base,Port Protection Seaplane Base,US,Port Protection,US-AK,"","19P",PPV,"0",NA,"19P","-133.61000061035, 56.328800201416"
12,small_airport,Kalakaket Creek AS Airport,US,Kalakaket Creek,US-AK,"","1KC",KKK,"1598",NA,"1KC","-156.820392609, 64.4166256967"
13,small_airport,Dunsmuir Muni-Mott Airport,US,Dunsmuir,US-CA,"",KMHS,MHS,"3258",NA,"1O6","-122.272003, 41.263199"
14,small_airport,Chase Field Industrial Airport,US,Beeville,US-TX,"","",NIR,"190",NA,TX2,"-97.661917, 28.362444"
15,small_airport,Grand Canyon Bar Ten Airstrip,US,Whitmore,US-AZ,"","",GCT,"4100",NA,"1Z1","-113.231003, 36.259701"
16,seaplane_base,Ellamar Seaplane Base,US,Ellamar,US-AK,"","",ELW,"0",NA,"1Z9","-146.704038, 60.893818"
17,small_airport,Lime Village Airport,US,Lime Village,US-AK,"","2AK",LVD,"552",NA,"2AK","-155.440002441, 61.3591003418"
18,small_airport,Hog River Airport,US,Hogatza,US-AK,"","2AK6",HGZ,"534",NA,"2AK6","-155.6690063, 66.2161026"
19,small_airport,Ed-Air Airport,US,Oaktown,US-IN,"",I20,OTN,"426",NA,I20,"-87.4997024536, 38.851398468"
20,small_airport,Telida Airport,US,Telida,US-AK,"","2K5",TLF,"650",NA,"2K5","-153.26899719238, 63.393901824951"
21,small_airport,Eagle Air Park,US,Brazoria,US-TX,"","2TE0",BZT,"15",NA,"2TE0","-95.579696655273, 28.982200622559"
22,seaplane_base,Entrance Island Seaplane Base,US,Entrance Island,US-AK,"","",HBH,"0",NA,"","-133.43848, 57.412201"
23,seaplane_base,False Island Seaplane Base,US,False Island,US-AK,"","2Z6",FAK,"",NA,"2Z6","-135.212997437, 57.5321998596"
24,small_airport,Blakely Island Airport,US,Blakely Island,US-WA,"","38WA",BYW,"66",NA,"38WA","-122.825996399, 48.578998565700005"
25,small_airport,Drift River Airport,US,Kenai,US-AK,"","3AK5",DRF,"30",NA,"3AK5","-152.162002563, 60.588901519800004"
26,small_airport,Rinkenberger Restricted Landing Area,US,Bradford,US-IL,"","3IS8",BDF,"808",NA,"3IS8","-89.61569976810001, 41.230899810800004"
27,small_airport,Roy Otten Memorial Airfield,US,Versailles,US-MO,"","3VS",VRS,"1030",NA,"3VS","-92.875198364258, 38.427799224854"
28,seaplane_base,Golden Horn Lodge Seaplane Base,US,Golden Horn Lodge,US-AK,"","3Z8",GDH,"91",NA,"3Z8","-158.875, 59.7470016479"
29,small_airport,Atmautluak Airport,US,Atmautluak,US-AK,"","",ATT,"17",NA,"4A2","-162.272995, 60.866699"
30,small_airport,Livengood Camp Airport,US,Livengood,US-AK,"","4AK",LIV,"425",NA,"4AK","-148.6534, 65.467"
31,small_airport,Pedro Bay Airport,US,Pedro Bay,US-AK,"","4K0",PDB,"45",NA,"4K0","-154.12399292, 59.7896003723"
32,small_airport,Ouzinkie Airport,US,Ouzinkie,US-AK,"","",KOZ,"55",NA,"4K5","-152.496715, 57.925362"
33,small_airport,Tununak Airport,US,Tununak,US-AK,"","4KA",TNK,"14",NA,"4KA","-165.27200317383, 60.575500488281"
34,closed,Ben Bruce Memorial Airpark,US,Evadale,US-TX,"","4TE8",EVA,"44",NA,"4TE8","-94.07350158690001, 30.3209991455"
35,seaplane_base,Hyder Seaplane Base,US,Hyder,US-AK,"","",WHD,"",NA,"4Z7","-130.009975, 55.903324"
36,seaplane_base,Tokeen Seaplane Base,US,Tokeen,US-AK,"","57A",TKI,"",NA,"57A","-133.32699585, 55.9370994568"
37,medium_airport,Aleknagik / New Airport,US,Aleknagik,US-AK,"","5A8",WKK,"66",NA,"5A8","-158.617996216, 59.2826004028"
38,seaplane_base,Ketchikan Harbor Seaplane Base,US,Ketchikan,US-AK,"","",WFB,"",NA,"5KE","-131.677002, 55.349899"
39,small_airport,Naknek Airport,US,Naknek,US-AK,"","5NK",NNK,"70",NA,"5NK","-157.02000427246, 58.732898712158"
40,seaplane_base,Lake Brooks Seaplane Base,US,Katmai National Park,US-AK,"","5Z9",BKF,"36",NA,"5Z9","-155.77699279785, 58.554798126221"
41,small_airport,Southern Seaplane Airport,US,Belle Chasse,US-LA,"","65LA",BCS,"",NA,"65LA","-90.0222015381, 29.8661003113"
42,heliport,Catalina Air-Sea Terminal Heliport,US,San Pedro,US-CA,"","6CA3",SPQ,"5",NA,"6CA3","-118.275001526, 33.7491989136"
43,heliport,East 34th Street Heliport,US,New York,US-NY,"","6N5",TSS,"10",NA,"6N5","-73.97209930419922, 40.74259948730469"
44,seaplane_base,New York Skyports Inc Seaplane Base,US,New York,US-NY,"","",QNY,"",NA,"6N7","-73.9729, 40.734001"
45,small_airport,Earl Henry Airport,US,Blackwell,US-OK,"","6OK6",BWL,"1054",NA,"6OK6","-97.3170013428, 36.7958984375"
46,seaplane_base,Yes Bay Lodge Seaplane Base,US,Yes Bay,US-AK,"","78K",WYB,"",NA,"78K","-131.800994873, 55.9163017273"
47,small_airport,Center Island Airport,US,Center Island,US-WA,"","78WA",CWS,"115",NA,"78WA","-122.832000732, 48.4901008606"
48,small_airport,Tatitlek Airport,US,Tatitlek,US-AK,"",PAKA,TEK,"62",NA,"7KA","-146.690297, 60.871449"
49,small_airport,Pine Island Airport,US,Corolla,US-NC,"","7NC2",DUF,"16",NA,"7NC2","-75.7884979248, 36.2535018921"
50,small_airport,Stuart Island Airpark,US,Stuart Island,US-WA,"","7WA5",SSW,"10",NA,"7WA5","-123.17600250244, 48.672901153564"
51,small_airport,Fort Bragg Airport,US,Fort Bragg,US-CA,"","82CL",FOB,"71",NA,"82CL","-123.79599762, 39.4743003845"
52,seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,US,Poulsbo,US-WA,"","83Q",PUL,"0",NA,"83Q","-122.64700317383, 47.734001159668"
53,heliport,Century City Heliport,US,Los Angeles,US-CA,"","84CL",CCD,"473",NA,"84CL","-118.417999268, 34.060798645"
54,seaplane_base,Meyers Chuck Seaplane Base,US,Meyers Chuck,US-AK,"","84K",WMK,"0",NA,"84K","-132.255004883, 55.7396011353"
55,small_airport,Maxson Airfield,US,Alexandria Bay,US-NY,"","89NY",AXB,"340",NA,"89NY","-75.90034, 44.312002"
56,small_airport,Reese Airpark,US,Lubbock,US-TX,"","8XS8",REE,"3338",NA,"8XS8","-102.03700256348, 33.590301513672"
57,small_airport,Waldronaire Airport,US,East Sound,US-WA,"","90WA",WDN,"140",NA,"90WA","-123.017997742, 48.7117996216"
58,seaplane_base,Whale Pass Seaplane Float Harbor Facility,US,Whale Pass,US-AK,"","",WWP,"0",NA,"96Z","-133.121994, 56.116299"
59,small_airport,Chuathbaluk Airport,US,Chuathbaluk,US-AK,"",PACH,CHU,"244",NA,"9A3","-159.216003, 61.579102"
60,small_airport,Ugashik Airport,US,Ugashik,US-AK,"","9A8",UGS,"25",NA,"9A8","-157.399002075, 57.5279006958"
61,small_airport,Marlboro Airport,US,Marlboro,US-MA,"","",MXG,"285",NA,"9B1","-71.509002, 42.343201"
62,seaplane_base,Philadelphia Seaplane Base,US,Essington,US-PA,"","9N2",PSQ,"0",NA,"9N2","-75.299598693848, 39.859001159668"
63,small_airport,Levelock Airport,US,Levelock,US-AK,"","9Z8",KLL,"39",NA,"9Z8","-156.85899353, 59.128101348899996"
64,seaplane_base,Saginaw Seaplane Base,US,Saginaw Bay,US-AK,"",A23,SGW,"0",NA,A23,"-134.158004761, 56.8862991333"
65,small_airport,Tuntutuliak Airport,US,Tuntutuliak,US-AK,"",A61,WTL,"16",NA,A61,"-162.667007446, 60.3353004456"
66,small_airport,Twin Hills Airport,US,Twin Hills,US-AK,"",A63,TWA,"82",NA,A63,"-160.27299499512, 59.07559967041"
67,small_airport,Chignik Lake Airport,US,Chignik Lake,US-AK,"",A79,KCQ,"50",NA,A79,"-158.774993896, 56.2550010681"
68,small_airport,Adado Airport,SO,Adado,SO-GA,"","",AAD,"1001",AF,"","46.6375, 6.095802"
69,small_airport,Atkamba Airport,PG,Atkamba Mission,PG-WPD,"","",ABP,"150",OC,AKA,"141.095277778, -6.0655555555600005"
70,closed,Abau Airport,PG,Abau,PG-CPM,"","",ABW,"10",OC,"","148.7389, -10.1956"
71,heliport,Andorra la Vella Heliport,AD,Andorra La Vella,AD-07,"","",ALV,"3450",EU,"","1.533551, 42.511174"
72,small_airport,Andakombe Airport,PG,Andekombe,PG-EHG,"",AYAN,ADC,"3600",OC,ADK,"145.744722222, -7.13722222222"
73,small_airport,El Daein Airport,SD,El Daein,SD-DE,"","",ADV,"1560",AF,"","26.1186, 11.4023"
74,seaplane_base,Jebel Ali Seaplane Base,AE,Jebel Ali,AE-DU,"","",DJH,"0",AS,"","55.023796, 24.988967"
75,small_airport,Adareil Airport,SS,"",SS-23,"","",AEE,"1301",AF,"","32.9594444444, 10.0536111111"
76,heliport,Algeciras Heliport,ES,Algeciras,ES-CA,"",LEAG,AEI,"98",EU,"","-5.441118, 36.12888"
77,small_airport,Aseki Airport,PG,Aseki,PG-MPL,"",AYAX,AEK,"4106",OC,ASE,"146.19386673, -7.35080485552"
78,small_airport,Ar Horqin Airport,CN,Chifeng,CN-15,"","",AEQ,"1335",AS,"","120.15958, 43.87042"
79,small_airport,OrÅ«zgÄn Airport,AF,OrÅ«zgÄn,AF-ORU,"",OARG,URZ,"6725",AS,"","66.630897522, 32.9029998779"
80,small_airport,Salerno Landing Zone Airport,AF,"",AF-PIA,"","",OLR,"3780",AS,"","69.9561004639, 33.363800048799995"
81,seaplane_base,Kondavattavana Tank Seaplane Base,LK,Ampara,LK-5,"","",AFK,"95",AS,"","81.644, 7.284"
82,small_airport,Afore Airstrip,PG,"",PG-NPP,"",AYAF,AFR,"2500",OC,AFE,"148.390833333, -9.142222222220001"
83,small_airport,Afutara Aerodrome,SB,Bila,SB-ML,"",AGAF,AFT,"23",OC,"","160.948611111, -9.19138888889"
84,small_airport,Ulawa Airport,SB,Arona,SB-MK,"",AGAR,RNA,"40",OC,"","161.979546547, -9.86054358262"
85,small_airport,Uru Harbour Airport,SB,Atoifi,SB-ML,"",AGAT,ATD,"",OC,"","161.011002, -8.87333"
86,small_airport,Barakoma Airport,SB,Barakoma,SB-WE,"",AGBA,VEV,"",OC,"","156.70599365234375, -7.912779808044434"
87,small_airport,Geva Airport,SB,Liangia,SB-WE,"",AGEV,GEF,"",OC,"","156.5970001220703, -7.575829982757568"
88,small_airport,Angoram Airport,PG,Angoram,PG-ESW,"","",AGG,"75",OC,ANG,"144.073888889, -4.05583333333"
89,small_airport,Gwaunaru'u Airport,SB,Auki,SB-ML,"",AGGA,AKS,"5",OC,"","160.682007, -8.70257"
90,small_airport,Bellona/Anua Airport,SB,Anua,SB-RB,"",AGGB,BNY,"60",OC,"","159.798333333, -11.302222222200001"
91,small_airport,Choiseul Bay Airport,SB,"",SB-CH,"",AGGC,CHY,"",OC,"","156.396111, -6.711944"
92,small_airport,Ballalae Airport,SB,Ballalae,SB-WE,"",AGGE,BAS,"5",OC,"","155.886656, -6.990745"
93,small_airport,Fera/Maringe Airport,SB,Fera Island,SB-IS,"",AGGF,FRE,"",OC,"","159.576996, -8.1075"
94,medium_airport,Honiara International Airport,SB,Honiara,SB-CT,"",AGGH,HIR,"28",OC,"","160.05499267578, -9.4280004501343"
95,small_airport,Babanakira Airport,SB,Mbambanakira,SB-GU,"",AGGI,MBU,"",OC,"","159.83900451660156, -9.7475004196167"
96,small_airport,Avu Avu Airport,SB,"",SB-GU,"",AGGJ,AVU,"25",OC,"","160.410555556, -9.86833333333"
97,small_airport,Ngorangora Airport,SB,Kirakira,SB-MK,"",AGGK,IRA,"54",OC,"","161.897994995, -10.449700355500001"
98,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,SB,Santa Cruz/Graciosa Bay/Luova,SB-TE,"",AGGL,SCZ,"18",OC,"","165.7949981689453, -10.72029972076416"
99,medium_airport,Munda Airport,SB,"",SB-WE,"",AGGM,MUA,"10",OC,"","157.26300048828125, -8.327969551086426"
100,small_airport,Nusatupe Airport,SB,Gizo,SB-WE,"",AGGN,GZO,"13",OC,"","156.863998413, -8.09778022766"
101,small_airport,Mono Airport,SB,Stirling Island,SB-WE,"",AGGO,MNY,"",OC,"","155.56500244140625, -7.416940212249756"
102,small_airport,Parasi Airport,SB,Parasi,SB-ML,"",AGGP,PRS,"",OC,"","161.4250030517578, -9.641670227050781"
103,closed,Ontong Java Atoll Airstrip,SB,Ontong Java Atoll,SB-ML,"",AGGQ,OTV,"10",OC,"","159.527777778, -5.515"
104,small_airport,Rennell/Tingoa Airport,SB,Rennell Island,SB-RB,"",AGGR,RNL,"",OC,"","160.06300354003906, -11.533900260925293"
105,small_airport,Sege Airport,SB,Sege,SB-WE,"",AGGS,EGM,"",OC,"","157.87600708007812, -8.578889846801758"
106,small_airport,Santa Ana Airport,SB,Santa Ana Island,SB-MK,"",AGGT,NNB,"3",OC,"","162.454108, -10.847994"
107,small_airport,Marau Airport,SB,Marau,SB-GU,"",AGGU,RUS,"",OC,"","160.824996948, -9.861669540409999"
108,small_airport,Suavanao Airport,SB,Suavanao,SB-IS,"",AGGV,VAO,"",OC,"","158.7310028076172, -7.585559844970703"
109,small_airport,Yandina Airport,SB,Yandina,SB-CE,"",AGGY,XYA,"60",OC,"","159.21841, -9.092816"
110,small_airport,Kagua Airport,PG,Kagua,PG-SHM,"","",AGK,"5350",OC,"","143.853611111, -6.396388888890001"
111,small_airport,Kaghau Airport,SB,Kagau Island,SB-CH,"",AGKG,KGE,"30",OC,"","157.585, -7.3305"
112,small_airport,Kukudu Airport,SB,Kolombangara Island,SB-WE,"",AGKU,KUE,"32",OC,"","156.94783, -8.0262"
113,small_airport,Kwailabesi Airport,SB,Kwailabesi,SB-ML,"",AGKW,KWS,"52",OC,"","160.775127, -8.360508"
114,small_airport,Wanigela Airport,PG,"",PG-NPP,"",AYWG,AGL,"53",OC,WGL,"149.155555556, -9.3375"
115,small_airport,Nana Airport,SB,Star Harbor,SB-MK,"",AGNA,NAZ,"60",OC,"","162.2049, -10.6758"
116,small_airport,Ringi Cove Airport,SB,Ringi Cove,SB-WE,"",AGRC,RIN,"",OC,"","157.14300537109375, -8.12639045715332"
117,small_airport,Ramata Airport,SB,Ramata,SB-WE,"",AGRM,RBV,"",OC,"","157.64300537109375, -8.168060302734375"
118,heliport,Tulaghi Heliport,SB,Tulaghi Island,SB-CE,"",AGTI,TLG,"3",OC,"","160.149166667, -9.108"
119,small_airport,Argyle Downs Airport,AU,Argyle Downs,AU-WA,"","",AGY,"407",OC,"","128.9245, -16.514"
120,medium_airport,Hongyuan Airport,CN,Aba,CN-51,"",ZUHY,AHJ,"11600",AS,"","102.35224, 32.53154"
121,closed,Amchitka Army Airfield,US,Amchitka Island,US-AK,"",PAHT,AHT,"215",NA,"","179.259166667, 51.3777777778"
122,small_airport,Ambatolhy Airport,MG,Ambatolahy,MG-U,"","",AHY,"340",AF,"","45.535, -20.015833333299998"
123,small_airport,Aiome Airport,PG,Aiome,PG-MPM,"",AYAO,AIE,"350",OC,AIO,"144.7307003, -5.145699978"
124,small_airport,Aiambak Airport,PG,Aiambak,PG-WPD,"",AYAK,AIH,"90",OC,AMB,"141.2675, -7.342777777779999"
125,small_airport,Ailinglaplap Airok Airport,MH,Bigatyelang Island,MH-ALL,"","",AIC,"16",OC,"","168.8257, 7.279422"
126,small_airport,Chena Hot Springs Airport,US,Chena Hot Springs,US-AK,"",AK13,CEX,"1195",NA,AK13,"-146.04699707, 65.0518035889"
127,small_airport,Solomon State Field,US,Solomon,US-AK,"",AK26,SOL,"25",NA,AK26,"-164.4457, 64.5605"
128,small_airport,Herendeen Bay Airport,US,Herendeen Bay,US-AK,"",AK33,HED,"20",NA,AK33,"-160.899002075, 55.801399231"
129,small_airport,Taylor Airport,US,Taylor,US-AK,"",AK49,TWE,"440",NA,AK49,"-164.798995972, 65.6792984009"
130,seaplane_base,Tikchik Lodge Seaplane Base,US,Tikchik,US-AK,"",AK56,KTH,"304",NA,AK56,"-158.477005005, 59.9631996155"
131,seaplane_base,Naukati Bay Seaplane Base,US,Tuxekan Island,US-AK,"",AK62,NKI,"",NA,AK62,"-133.227994, 55.849602"
132,small_airport,Lonely Air Station,US,Lonely,US-AK,"",PALN,LNI,"17",NA,AK71,"-153.2420044, 70.91069794"
133,small_airport,Candle 2 Airport,US,Candle,US-AK,"",AK75,CDL,"15",NA,AK75,"-161.925994873, 65.907699585"
134,seaplane_base,Amook Bay Seaplane Base,US,Amook Bay,US-AK,"",AK81,AOS,"",NA,AK81,"-153.815002441, 57.4715003967"
135,small_airport,Bartletts Airport,US,Egegik,US-AK,"",AK96,BSZ,"50",NA,AK96,"-157.352005005, 58.2162017822"
136,small_airport,Boswell Bay Airport,US,Boswell Bay,US-AK,"",AK97,BSW,"230",NA,AK97,"-146.145996094, 60.4230995178"
137,small_airport,Zakuoma Airport,TD,ZaKouma,TD-SA,"","",AKM,"1370",AF,"","19.8172222222, 10.8902777778"
138,small_airport,Sharpe Field,US,Tuskegee,US-AL,"",AL73,TGE,"253",NA,AL73,"-85.7755966187, 32.4919013977"
139,seaplane_base,Alitak Seaplane Base,US,Lazy Bay,US-AK,"","",ALZ,"",NA,ALZ,"-154.248001099, 56.8995018005"
140,small_airport,Mar de CortÃ©s International Airport,MX,Puerto PeÃ±asco,MX-SON,"",MMPE,PPE,"71",NA,"83550","-113.305177, 31.351987"
141,small_airport,Alto Molocue Airport,MZ,Alto Molocue,MZ-Q,"","",AME,"1950",AF,"","37.6813888889, -15.6102777778"
142,small_airport,Ama Airport,PG,"",PG-ESW,"",AYAA,AMF,"145",OC,AMA,"141.67, -4.10111111111"
143,small_airport,Amanab Airport,PG,Amanab,PG-SAN,"",AYAM,AMU,"1307",OC,ANA,"141.214333333, -3.586"
144,small_airport,Ambatomainty Airport,MG,"",MG-M,"","",AMY,"1025",AF,"","45.623888888900005, -17.6866666667"
145,closed,Anuha Island Resort Airport,SB,Anhua Island,SB-CE,"","",ANH,"22",OC,"","160.225, -9.00138888889"
146,medium_airport,Nauru International Airport,NR,Yaren District,NR-14,"",ANYN,INU,"22",OC,"","166.919006, -0.547458"
147,small_airport,Angus Downs Airport,AU,Angus Downs Station,AU-NT,"","",ANZ,"1724",OC,"","132.2748, -25.0325"
148,small_airport,Andulo Airport,AO,"",AO-BIE,"","",ANL,"",AF,"","16.710899353, -11.472299575800001"
149,small_airport,Cangamba Airport,AO,Cangamba,AO-MOX,"","",CNZ,"3894",AF,"","19.861099, -13.7106"
150,small_airport,Dirico Airport,AO,Dirico,AO-CCU,"","",DRC,"3504",AF,"","20.7680606842041, -17.981924057006836"
151,small_airport,Lumbala Airport,AO,Lumbala,AO-MOX,"","",GGC,"3510",AF,"","22.5868206024, -12.6398773193"
152,small_airport,Jamba Airport,AO,Jamba,AO-HUA,"","",JMB,"4912",AF,"","16.070148468017578, -14.698192596435547"
153,small_airport,Capanda Airport,AO,Capanda,AO-MAL,"",FNCP,KNP,"3366",AF,"","15.4553194046, -9.76937007904"
154,small_airport,Ndalatandos Airport,AO,Ndalatandos,AO-CNO,"","",NDF,"2684",AF,"","14.977242469787598, -9.275188446044922"
155,closed,Aroa Airport,PG,Agevairu,PG-CPM,"","",AOA,"20",OC,"","146.8, -9.0254"
156,small_airport,Annanberg Airport,PG,"",PG-MPM,"","",AOB,"130",OC,ANB,"144.635833333, -4.90416666667"
157,small_airport,Abou-DeÃ¯a Airport,TD,Abou-DeÃ¯a,TD-SA,"","",AOD,"1592",AF,"","19.2874, 11.4773"
158,small_airport,Asapa Airport,PG,"",PG-NPP,"","",APP,"1930",OC,APA,"148.103611111, -8.97916666667"
159,small_airport,April River Airport,PG,April River,PG-ESW,"",AYPE,APR,"220",OC,APR,"142.540138889, -4.67666666667"
160,small_airport,Girdwood Airport,US,Girdwood,US-AK,"","",AQY,"150",NA,AQY,"-149.126007, 60.966099"
161,small_airport,Bragado Airport,AR,Bragado,AR-B,"","",QRF,"196",SA,BRA,"-60.4803, -35.144"
162,small_airport,Caleta Olivia Airport,AR,Caleta Olivia,AR-Z,"","",CVI,"37",SA,CAO,"-67.5186004639, -46.4318008423"
163,small_airport,Charata Airport,AR,Charata,AR-H,"","",CNT,"318",SA,CHA,"-61.2103, -27.2164"
164,small_airport,General Villegas Airport,AR,General Villegas,AR-B,"","",VGS,"383",SA,GAS,"-63, -35"
165,small_airport,Los Menucos Airport,AR,Los Menucos,AR-R,"","",LMD,"2571",SA,MCO,"-68.074699, -40.817699"
166,closed,Saenz PeÃ±a Airport,AR,Presidencia Roque SÃ¡enz PeÃ±a,AR-H,"","",SZQ,"20",SA,"","-60.448299407958984, -26.815799713134766"
167,small_airport,Valcheta Airport,AR,Valcheta,AR-R,"","",VCF,"629",SA,VAL,"-66.1500015259, -40.7000007629"
168,small_airport,Sunchales Aeroclub Airport,AR,Sunchales,AR-S,"",SAFS,NCJ,"311",SA,SCA,"-61.5283, -30.9575"
169,small_airport,Carmen De Patagones Airport,AR,Carmen de Patagones,AR-B,"","",CPG,"131",SA,PAT,"-62.9803, -40.7781"
170,small_airport,Termal Airport,AR,Presidencia Roque SÃ¡enz PeÃ±a,AR-H,"",SARS,PRQ,"308",SA,PSP,"-60.492222, -26.753611"
171,small_airport,Colonia Sarmiento Airport,AR,Sarmiento,AR-U,"","",OLN,"877",SA,STO,"-68.999841, -45.582371"
172,small_airport,Aragip Airport,PG,"",PG-MBA,"","",ARP,"1750",OC,AGP,"149.483333333, -9.88333333333"
173,closed,Asbury Park Neptune Air Terminal,US,Asbury Park,US-NJ,"","",ARX,"95",NA,"","-74.0908333333, 40.2193055556"
174,small_airport,Tau Airport,AS,Tau Village,AS-U-A,"","",TAV,"185",OC,HI36,"-169.511001587, -14.2292003632"
175,small_airport,Asirim Airport,PG,"",PG-WBK,"","",ASZ,"1050",OC,ASM,"150.368611111, -6.009722222220001"
176,small_airport,Namatanai Airport,PG,Namatanai,PG-NIK,"",AYNX,ATN,"150",OC,NTI,"152.438, -3.6695"
177,small_airport,Aitape Airport,PG,Aitape,PG-SAN,"",AYAI,ATP,"10",OC,APE,"142.346805556, -3.1436111111100002"
178,small_airport,Lady Elliot Island Airstrip,AU,Lady Elliot Island,AU-QLD,"","",LYT,"20",OC,"","152.7156, -24.1129"
179,small_airport,Agnew Airport,AU,Agnew,AU-QLD,"","",AGW,"",OC,"","142.1490020751953, -12.145600318908691"
180,small_airport,Alroy Downs Airport,AU,Alroy Downs,AU-NT,"","",AYD,"",OC,"","136.07899475097656, -19.290800094604492"
181,small_airport,Baniyala Airport,AU,Baniyala,AU-NT,"","",BYX,"20",OC,"","136.227005005, -13.19810009"
182,small_airport,Coolibah Airport,AU,Coolibah,AU-NT,"","",COB,"",OC,"","130.96200561523438, -15.548299789428711"
183,small_airport,Coorabie Airport,AU,Coorabie,AU-SA,"","",CRJ,"",OC,"","132.29600524902344, -31.894399642944336"
184,small_airport,Carlton Hill Airport,AU,Carlton Hill,AU-WA,"","",CRY,"",OC,"","128.53399658203125, -15.501899719238281"
185,small_airport,Cresswell Downs Airport,AU,Cresswell Downs,AU-NT,"","",CSD,"",OC,"","135.91600036621094, -17.947999954223633"
186,small_airport,Diamantina Lakes Airport,AU,Diamantina Lakes,AU-QLD,"","",DYM,"",OC,"","141.14500427246094, -23.761699676513672"
187,seaplane_base,Hayman Island Resort Seaplane Base,AU,Hayman Island,AU-QLD,"","",HIS,"",OC,"","148.88099670410156, -20.059999465942383"
188,small_airport,Helenvale Airport,AU,Helenvale,AU-QLD,"","",HLV,"",OC,"","145.21499633789062, -15.685799598693848"
189,small_airport,Kimberley Downs Airport,AU,Kimberley Downs,AU-WA,"","",KBD,"",OC,"","124.3550033569336, -17.39780044555664"
190,small_airport,Kulgera Airport,AU,Kulgera,AU-NT,"","",KGR,"",OC,"","133.29200744628906, -25.84280014038086"
191,small_airport,Miranda Downs Airport,AU,Miranda Downs,AU-QLD,"",YMIR,MWY,"",OC,"","141.886002, -17.328899"
192,small_airport,Camballin Airport,AU,Myroodah,AU-WA,"","",MYO,"",OC,"","124.27200317382812, -18.12470054626465"
193,small_airport,Orchid Beach Airport,AU,Orchid Beach,AU-QLD,"",YORC,OKB,"71",OC,YORC,"153.31500244141, -24.959400177002"
194,small_airport,Peppimenarti Airport,AU,Peppimenarti,AU-NT,"","",PEP,"83",OC,YPEP,"130.091003418, -14.144200325"
195,small_airport,Rockhampton Downs Airport,AU,Rockhampton Downs,AU-NT,"","",RDA,"",OC,"","135.2010040283203, -18.95330047607422"
196,small_airport,Sturt Creek Airport,AU,Sturt Creek,AU-WA,"","",SSK,"",OC,"","128.1739959716797, -19.166400909423828"
197,small_airport,Shaw River Airport,AU,Shaw River,AU-WA,"","",SWB,"",OC,"","119.36199951171875, -21.510299682617188"
198,small_airport,Tom Price Airport,AU,Tom Price,AU-WA,"",YTMP,TPR,"2300",OC,"","117.869003296, -22.746000289900003"
199,small_airport,Torwood Airport,AU,Torwood,AU-QLD,"","",TWP,"",OC,"","143.75, -17.363300323486328"
200,small_airport,Springvale Airport,AU,Springvale,AU-WA,"","",ZVG,"",OC,"","127.66999816894531, -17.78689956665039"
201,small_airport,Aua Island Airport,PG,Aua Island,PG-MRL,"",AYND,AUI,"4",OC,AUA,"143.064722222, -1.46055555556"
202,small_airport,Ambunti Airport,PG,Ambunti,PG-ESW,"",AYAT,AUJ,"50",OC,AMI,"142.823166667, -4.21566666667"
203,small_airport,Agaun Airport,PG,"",PG-MBA,"",AYAG,AUP,"3200",OC,AUN,"149.385667, -9.930833"
204,closed,Austin Robert Mueller Municipal,US,"",US-TX,"",KAUS,AUS,"",NA,"","-97.6997852325, 30.2987223546"
205,small_airport,Aumo Airport,PG,Aumo,PG-WBK,"",AYUM,AUV,"450",OC,AUMO,"148.445277778, -5.731111111110001"
206,small_airport,Alowe Airport,GA,Wonga WonguÃ© Presidential Reserve,GA-3,"",FOGW,AWE,"600",AF,"","9.444, -0.545"
207,closed,Awar Airport,PG,Awar,PG-MPM,"","",AWR,"35",OC,"","144.853, -4.124"
208,medium_airport,Alxa Left Banner Bayanhot Airport,CN,Bayanhot,CN-15,"",ZBAL,AXF,"4560",AS,"","105.58858, 38.74831"
